<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210202,200000,35309.9200000,35839.4300000,35151.5000000,35786.9700000,888
20210202,210000,35790.4900000,36000.0000000,35570.0100000,35838.1200000,621
20210202,220000,35838.1200000,35914.5000000,35605.0000000,35680.3900000,401
20210202,230000,35684.9700000,35839.0900000,35558.3700000,35595.2300000,340
20210203,000000,35600.0900000,35727.4900000,35509.5100000,35512.6700000,255
20210203,010000,35513.0000000,36270.8100000,35393.8000000,36161.2300000,708
20210203,020000,36164.3800000,36373.0000000,35872.9600000,35890.2200000,512
20210203,030000,35890.2300000,36147.4900000,35840.3100000,35934.3200000,412
20210203,040000,35934.4400000,36544.4600000,35929.5800000,36452.3200000,468
20210203,050000,36453.0000000,36888.0000000,36452.9000000,36676.3100000,863
20210203,060000,36681.1400000,36734.3500000,36450.0000000,36524.7200000,275
20210203,070000,36519.2200000,36864.1600000,36496.2700000,36599.3500000,270
20210203,080000,36611.1900000,36657.4700000,36291.4200000,36347.2100000,285
20210203,090000,36351.2400000,36351.2400000,35732.0500000,36065.7800000,454
20210203,100000,36066.7900000,36086.5100000,35575.0000000,35896.0500000,236
20210203,110000,35889.8300000,36075.6200000,35700.0000000,36036.5300000,248
20210203,120000,36039.7100000,36320.0000000,35918.9400000,35992.0000000,285
20210203,130000,35992.0000000,36367.8600000,35857.3600000,36252.7300000,400
20210203,140000,36252.7200000,36781.8500000,36002.2400000,36599.7000000,1112
20210203,150000,36599.8600000,36800.0000000,36421.3700000,36581.1300000,870
20210203,160000,36581.1300000,36950.0000000,36577.2800000,36910.0000000,612
20210203,170000,36910.0100000,37263.7200000,36677.0100000,37211.8300000,1099
20210203,180000,37203.5900000,37235.9100000,37025.0100000,37233.4600000,676
20210203,190000,37233.4600000,37250.0000000,36811.3300000,37171.8600000,969
20210203,200000,37171.8700000,37194.7700000,36856.1900000,36860.7300000,709
20210203,210000,36860.7300000,37138.6400000,36710.0000000,37114.7600000,655
20210203,220000,37105.3600000,37455.3700000,37019.2600000,37298.9700000,753
20210203,230000,37298.9200000,37538.9600000,37285.0000000,37322.2900000,487
20210204,000000,37321.4200000,37723.7200000,37320.0000000,37678.3700000,723
20210204,010000,37688.4200000,38217.0000000,37685.0800000,38141.2200000,1367
20210204,020000,38140.6500000,38360.8800000,37921.9400000,38223.2000000,989
20210204,030000,38223.2500000,38274.0400000,37525.8900000,37955.2000000,1010
20210204,040000,37955.5500000,38073.9800000,37400.0000000,37527.8000000,751
20210204,050000,37529.8100000,37828.0000000,37384.6900000,37723.2600000,599
20210204,060000,37727.0300000,37978.0000000,37554.0300000,37632.7500000,410
20210204,070000,37632.7500000,38247.2200000,37601.6900000,38148.9800000,407
20210204,080000,38148.9700000,38235.5100000,37839.4500000,37894.8800000,455
20210204,090000,37896.7400000,38769.0000000,37125.0000000,37367.9200000,1202
20210204,100000,37376.7100000,37667.6200000,36815.9800000,37574.0000000,1596
20210204,110000,37583.8800000,37817.8300000,37253.6700000,37672.3000000,463
20210204,120000,37672.1000000,37951.8100000,37370.1500000,37370.1500000,491
20210204,130000,37370.1500000,37787.5300000,37072.8700000,37669.8200000,744
20210204,140000,37669.8100000,37730.8300000,37315.1100000,37636.2100000,697
20210204,150000,37645.4900000,37741.6000000,36676.8800000,36819.6800000,874
20210204,160000,36820.6800000,36979.4700000,36156.4500000,36627.3300000,1271
20210204,170000,36627.3300000,37055.0000000,36464.8400000,37011.8100000,1001
20210204,180000,37011.8000000,37123.9300000,36838.9900000,36934.6500000,915
20210204,190000,36934.6500000,37500.0000000,36819.4300000,37207.3300000,859
20210204,200000,37207.3300000,37550.2900000,37043.8400000,37525.0300000,692
20210204,210000,37525.0400000,37842.0000000,37435.6300000,37679.0600000,689
20210204,220000,37683.8900000,37788.0000000,37382.0900000,37672.6000000,465
20210204,230000,37672.6000000,37699.9900000,37042.5300000,37300.0000000,401
20210205,000000,37297.0200000,37418.9600000,36885.0000000,36975.0000000,460
20210205,010000,36976.5900000,37272.2000000,36842.6200000,37024.6200000,378
20210205,020000,37029.7500000,37336.2100000,36605.8700000,36669.1600000,446
20210205,030000,36670.0100000,37018.9300000,36640.0000000,36996.7900000,405
20210205,040000,36986.1500000,37431.3300000,36938.5500000,37385.0000000,313
20210205,050000,37385.0000000,37532.1700000,37231.7700000,37291.7400000,215
20210205,060000,37291.7400000,37379.2300000,37030.5600000,37093.5400000,189
20210205,070000,37093.5300000,37695.5600000,37053.6500000,37418.1400000,406
20210205,080000,37418.1400000,37755.0000000,37418.1300000,37718.3800000,267
20210205,090000,37712.4100000,37823.0000000,37466.2800000,37746.7700000,245
20210205,100000,37747.8100000,37799.1000000,37253.7100000,37292.1900000,199
20210205,110000,37278.0800000,37676.3800000,37239.4200000,37441.2700000,318
20210205,120000,37441.2700000,37750.0000000,37435.0000000,37717.6900000,201
20210205,130000,37719.9900000,38177.8400000,37581.3100000,37899.9700000,723
20210205,140000,37892.4600000,38348.9900000,37838.2600000,38328.8800000,443
20210205,150000,38328.8900000,38342.6000000,38032.0000000,38158.3100000,676
20210205,160000,38158.2700000,38349.0000000,37950.0000000,38000.0000000,532
20210205,170000,38000.0000000,38190.0000000,37710.0000000,37842.0100000,601
20210205,180000,37842.0100000,37980.0000000,37783.0600000,37922.3400000,208
20210205,190000,37922.3400000,37948.0000000,37343.8900000,37400.6800000,603
20210205,200000,37408.2100000,37699.0400000,37275.0000000,37658.0600000,404
20210205,210000,37658.0600000,37819.3000000,37527.3300000,37779.4200000,203
20210205,220000,37772.3000000,37936.6200000,37716.0000000,37860.6900000,246
20210205,230000,37860.6900000,38003.7100000,37720.0000000,37832.6600000,333
20210206,000000,37832.0900000,38336.3100000,37808.0000000,38311.4900000,327
20210206,010000,38327.0900000,38872.9500000,38250.0000000,38761.4700000,799
20210206,020000,38761.4700000,39487.0000000,38306.3700000,38850.3400000,2106
20210206,030000,38851.7100000,39500.0000000,38650.0000000,39398.9300000,1102
20210206,040000,39398.9200000,39682.0100000,39238.1200000,39407.9400000,833
20210206,050000,39405.7200000,39405.7300000,38959.3700000,39201.6200000,515
20210206,060000,39201.6200000,39245.1000000,38777.0500000,39056.3700000,409
20210206,070000,39057.0500000,39495.0000000,39039.4400000,39312.5900000,284
20210206,080000,39312.5800000,39561.7700000,39201.1100000,39389.9600000,243
20210206,090000,39393.2700000,39719.8500000,39390.3500000,39471.4400000,231
20210206,100000,39471.4300000,39930.0000000,39443.1700000,39926.3600000,359
20210206,110000,39926.3700000,40070.0000000,39593.0900000,40067.4900000,793
20210206,120000,40057.0800000,40500.0000000,40047.1300000,40239.7200000,748
20210206,130000,40239.7800000,40500.0000000,39950.0000000,39980.4900000,568
20210206,140000,39960.1200000,40300.0000000,39950.0500000,40172.9500000,449
20210206,150000,40168.6500000,40615.0000000,40168.6100000,40328.6900000,437
20210206,160000,40333.2000000,40959.6300000,40230.0000000,40956.2900000,821
20210206,170000,40957.6200000,41000.0000000,40541.2000000,40663.0000000,674
20210206,180000,40662.9900000,40700.0000000,40242.5300000,40259.2100000,464
20210206,190000,40256.5100000,40499.9900000,40123.0000000,40331.2600000,370
20210206,200000,40331.2600000,40452.6300000,40029.0000000,40223.2400000,274
20210206,210000,40223.2400000,40223.8700000,39643.8000000,40141.8100000,597
20210206,220000,40141.8200000,40299.0000000,40074.9700000,40075.0000000,273
20210206,230000,40074.9800000,40508.3300000,39925.9100000,40042.3200000,400
20210207,000000,40042.0200000,40042.3300000,39099.0000000,39265.4300000,1141
20210207,010000,39266.1000000,39669.6600000,38769.0000000,39623.2500000,797
20210207,020000,39625.7700000,39648.0200000,38539.0000000,38660.3500000,665
20210207,030000,38660.3500000,38852.5600000,38380.2900000,38790.2900000,710
20210207,040000,38795.0100000,38968.0300000,38620.9800000,38869.7200000,413
20210207,050000,38869.7100000,38869.7100000,38000.0000000,38365.0600000,633
20210207,060000,38372.4600000,38719.7800000,38202.8400000,38549.9900000,360
20210207,070000,38547.9600000,38735.7900000,38317.0200000,38579.8300000,464
20210207,080000,38583.8400000,39149.4500000,38476.3200000,39072.8700000,366
20210207,090000,39072.8800000,39574.5100000,39070.5800000,39540.0000000,500
20210207,100000,39540.0000000,39737.8300000,39370.9500000,39569.7200000,338
20210207,110000,39569.7100000,39708.2400000,39191.8600000,39359.8800000,345
20210207,120000,39369.4800000,39393.7700000,38821.8000000,39099.2900000,303
20210207,130000,39088.2400000,39315.7200000,38597.2800000,38885.0000000,503
20210207,140000,38884.9900000,39200.0500000,38446.0800000,38697.1500000,615
20210207,150000,38686.5500000,38719.4200000,38225.3000000,38265.8000000,545
20210207,160000,38260.0000000,38429.2500000,37587.7800000,37974.4800000,787
20210207,170000,37977.3800000,38295.0000000,37371.3500000,38243.9400000,965
20210207,180000,38243.9400000,38258.4300000,37758.1000000,37913.5600000,355
20210207,190000,37913.5700000,38407.3700000,37900.1200000,38316.2100000,331
20210207,200000,38314.0500000,38500.0000000,38050.4200000,38109.9300000,338
20210207,210000,38109.9300000,38538.9000000,37760.4800000,38526.6400000,479
20210207,220000,38526.6400000,38688.7900000,38416.6000000,38595.0000000,513
20210207,230000,38594.9900000,38850.0000000,38355.2500000,38843.3300000,320
20210208,000000,38843.3300000,39150.0000000,38769.0500000,38871.4200000,367
20210208,010000,38871.4300000,39190.5600000,38700.7400000,38756.9300000,413
20210208,020000,38756.9400000,38948.5500000,38481.0300000,38581.0300000,237
20210208,030000,38581.2800000,38712.5700000,38204.2200000,38290.7300000,249
20210208,040000,38293.8100000,38523.7500000,38058.0000000,38119.4200000,489
20210208,050000,38119.4200000,38710.0000000,38057.0100000,38618.0100000,351
20210208,060000,38618.0100000,38891.0000000,38494.1700000,38701.9800000,236
20210208,070000,38703.0800000,39244.0000000,38642.9000000,39041.4500000,281
20210208,080000,39048.3600000,39407.4600000,38924.0100000,39310.3900000,435
20210208,090000,39315.2700000,39385.2600000,39097.3700000,39224.0000000,145
20210208,100000,39222.7300000,39395.7400000,38943.3900000,38991.8700000,175
20210208,110000,38989.8700000,39495.1000000,38904.2200000,39467.9400000,213
20210208,120000,39467.9400000,39540.0000000,39363.1400000,39462.5400000,173
20210208,130000,39475.0000000,43260.0000000,39155.0200000,43260.0000000,3864
20210208,140000,43260.0000000,44900.0000000,41509.0000000,43005.4500000,5882
20210208,150000,43008.4700000,44193.0000000,43001.0000000,43675.3100000,2291
20210208,160000,43675.3100000,44200.0000000,43455.0500000,43807.9400000,1405
20210208,170000,43814.7400000,44355.0000000,43144.4700000,43257.9300000,1526
20210208,180000,43265.9200000,43478.1900000,42505.0200000,43145.4900000,1131
20210208,190000,43148.6600000,43409.1500000,42573.5700000,42692.0100000,901
20210208,200000,42699.3400000,43149.8900000,42692.5200000,43089.8900000,547
20210208,210000,43089.6400000,44325.0000000,42970.5500000,44220.3700000,972
20210208,220000,44219.0600000,44889.5900000,43999.0000000,44704.4800000,1233
20210208,230000,44694.9600000,45000.0000000,44300.0000000,44757.6700000,1344
20210209,000000,44754.1700000,46750.0000000,44670.7700000,46448.1000000,2366
20210209,010000,46453.6600000,47550.0000000,46374.9900000,46801.4600000,2209
20210209,020000,46803.0300000,46803.0300000,45756.2400000,46170.7800000,1256
20210209,030000,46175.0000000,46374.7100000,45583.1100000,45722.5900000,625
20210209,040000,45735.2100000,46800.0000000,45567.0000000,46644.8500000,935
20210209,050000,46653.9900000,46964.0600000,46300.0000000,46888.0700000,815
20210209,060000,46888.0800000,47270.0000000,46508.8100000,46949.4600000,635
20210209,070000,46949.4400000,48192.1500000,46650.0100000,48192.1500000,1102
20210209,080000,48192.1400000,48200.0000000,47487.3500000,47625.8500000,754
20210209,090000,47625.8500000,48000.0000000,46718.5000000,47207.1100000,794
20210209,100000,47193.5300000,47247.8100000,46055.6500000,46484.5400000,389
20210209,110000,46484.1200000,46660.0000000,45606.3400000,45677.0800000,604
20210209,120000,45684.7800000,46647.1500000,45634.0000000,46445.6900000,392
20210209,130000,46453.4100000,46862.2300000,45170.0000000,45329.2200000,1040
20210209,140000,45321.1500000,46448.0700000,45020.0000000,46324.2000000,794
20210209,150000,46324.2200000,46750.0000000,46117.0000000,46699.9900000,551
20210209,160000,46700.0000000,47150.0000000,46400.6000000,46859.0100000,594
20210209,170000,46848.4500000,47150.0000000,46070.5700000,46519.7100000,652
20210209,180000,46519.7200000,46985.6400000,46247.3100000,46562.0000000,789
20210209,190000,46559.4200000,47471.0000000,46331.3600000,47079.6900000,651
20210209,200000,47079.6900000,47326.3300000,46820.0000000,47132.9200000,346
20210209,210000,47132.9100000,47558.1800000,46770.2400000,47139.9700000,739
20210209,220000,47140.0000000,47520.0000000,47068.4000000,47335.0900000,426
20210209,230000,47332.6400000,47332.6400000,46566.4400000,46906.3400000,592
20210210,000000,46906.3300000,46939.0000000,46289.0000000,46514.7300000,779
20210210,010000,46514.7300000,46966.9000000,46127.0000000,46583.2600000,543
20210210,020000,46572.0700000,46588.8800000,46033.7500000,46327.1200000,488
20210210,030000,46332.0600000,46835.0000000,46308.7600000,46340.2600000,526
20210210,040000,46339.4000000,46786.5100000,46213.7600000,46280.5300000,421
20210210,050000,46280.5500000,46379.5600000,45666.0000000,46050.2100000,734
20210210,060000,46050.2100000,46448.7600000,45890.0000000,46181.1500000,224
20210210,070000,46180.3100000,46665.2400000,46168.9200000,46560.0100000,420
20210210,080000,46560.0100000,46995.0000000,46437.7300000,46636.6500000,366
20210210,090000,46636.6500000,46877.8300000,46299.0100000,46739.7500000,212
20210210,100000,46749.5900000,46970.0000000,46565.4700000,46646.1200000,185
20210210,110000,46646.1200000,47349.9900000,46477.4800000,46705.0100000,364
20210210,120000,46704.9200000,46760.3300000,46371.4900000,46662.4600000,161
20210210,130000,46659.6400000,46659.7500000,44600.0000000,45860.7600000,1476
20210210,140000,45860.7700000,46110.0000000,45411.6900000,45691.9900000,450
20210210,150000,45692.0000000,46023.6400000,44900.6600000,45020.3800000,831
20210210,160000,45025.8400000,45249.0000000,43706.8600000,44364.3000000,1565
20210210,170000,44364.3000000,44963.6300000,43859.0000000,44801.2400000,765
20210210,180000,44807.5700000,45133.1100000,44501.0000000,45050.0000000,589
20210210,190000,45050.0100000,45250.0000000,44874.5000000,45151.4700000,424
20210210,200000,45142.0200000,45292.0000000,44500.0000000,45250.0200000,608
20210210,210000,45250.0100000,45291.9800000,44462.9300000,44579.2800000,398
20210210,220000,44579.2800000,45100.6200000,44380.0000000,45042.3100000,414
20210210,230000,45034.8100000,45253.7500000,44933.2400000,45246.9000000,181
20210211,000000,45246.9000000,45326.4000000,44824.0000000,44850.0000000,250
20210211,010000,44850.0000000,45065.4300000,44011.0000000,44279.1600000,806
20210211,020000,44284.2700000,44723.9000000,44040.0000000,44222.0000000,532
20210211,030000,44222.0100000,44867.9100000,44222.0000000,44815.0400000,300
20210211,040000,44808.7800000,45668.4800000,44747.3700000,45465.3500000,518
20210211,050000,45472.4700000,45701.9100000,44638.0200000,44775.3600000,592
20210211,060000,44775.3600000,45010.4800000,44562.0900000,44681.1700000,195
20210211,070000,44693.3200000,44962.8800000,44460.8900000,44614.0600000,143
20210211,080000,44613.7100000,45150.0000000,44613.7100000,44754.5200000,138
20210211,090000,44751.1300000,45123.4700000,44555.5500000,45067.4300000,148
20210211,100000,45067.4300000,45638.4300000,44823.7500000,45531.7800000,127
20210211,110000,45531.7800000,46400.0000000,45388.9900000,46334.7200000,279
20210211,120000,46326.1800000,46500.0000000,45913.5400000,46061.0200000,368
20210211,130000,46078.1800000,46658.3200000,46078.1700000,46560.3200000,297
20210211,140000,46560.3300000,48373.0000000,46560.3300000,47541.1300000,1682
20210211,150000,47550.4500000,48150.0000000,47280.0000000,47922.9500000,807
20210211,160000,47922.9500000,48205.0000000,47618.5700000,48032.3000000,833
20210211,170000,48021.8700000,48300.0000000,47414.8900000,47626.4400000,856
20210211,180000,47626.4300000,47699.9500000,46967.0000000,47412.8900000,539
20210211,190000,47412.8900000,48100.0000000,47378.3800000,47711.3500000,496
20210211,200000,47715.0500000,48094.7000000,47605.2900000,47804.4400000,550
20210211,210000,47811.9400000,48690.0000000,47032.1700000,47102.7900000,1295
20210211,220000,47100.4800000,47395.0000000,46608.0500000,46941.4600000,924
20210211,230000,46944.5400000,47766.4500000,46920.4800000,47766.4500000,369
20210212,000000,47766.4500000,48121.0000000,47585.2600000,47997.9100000,549
20210212,010000,47993.6000000,48912.0000000,47860.0000000,47992.3500000,1208
20210212,020000,47998.3100000,48562.9300000,47737.6300000,48507.0000000,439
20210212,030000,48507.0000000,48507.0000000,47785.5200000,47983.9800000,276
20210212,040000,47974.5200000,48024.8100000,47451.9300000,47632.0700000,316
20210212,050000,47629.0400000,47635.1200000,46950.0000000,47327.2700000,819
20210212,060000,47325.3200000,47554.6100000,47120.3300000,47300.8800000,664
20210212,070000,47295.7200000,47565.0000000,46845.2800000,47431.4500000,430
20210212,080000,47431.4500000,47494.7000000,46953.0000000,47350.9400000,286
20210212,090000,47358.2700000,47733.0000000,47121.4000000,47154.1600000,186
20210212,100000,47150.5600000,47449.0000000,47050.0000000,47391.1200000,135
20210212,110000,47390.0300000,47755.0000000,47389.0200000,47433.9600000,84
20210212,120000,47430.4900000,48040.7900000,47363.8800000,47656.3600000,221
20210212,130000,47656.3600000,48000.0900000,47405.0000000,47756.7800000,298
20210212,140000,47756.3700000,48200.0000000,47728.4400000,47929.9900000,480
20210212,150000,47930.0000000,47937.9600000,46300.0000000,46645.2800000,1119
20210212,160000,46645.1800000,47317.6000000,46623.2800000,47137.6200000,613
20210212,170000,47137.6200000,48000.0000000,47100.0000000,47658.9400000,728
20210212,180000,47656.3200000,47950.0000000,47529.3100000,47795.1900000,396
20210212,190000,47795.1900000,47884.5600000,47000.0000000,47343.0000000,841
20210212,200000,47342.9900000,47531.6300000,47172.6300000,47348.7600000,395
20210212,210000,47348.7600000,47739.0000000,47240.6600000,47683.6500000,332
20210212,220000,47683.6500000,48200.0000000,47623.9800000,47947.4100000,448
20210212,230000,47947.4200000,48016.9600000,47715.2000000,47958.0900000,140
20210213,000000,47953.9300000,47975.0000000,47247.5600000,47408.3400000,616
20210213,010000,47408.3400000,47666.6600000,47327.5800000,47556.8800000,269
20210213,020000,47553.2400000,47875.0000000,47514.1500000,47715.4300000,142
20210213,030000,47715.4300000,48027.9900000,47632.7300000,47926.3200000,153
20210213,040000,47926.3100000,48199.0000000,47785.0000000,47924.5700000,231
20210213,050000,47922.8200000,47997.9000000,47718.0000000,47989.3800000,165
20210213,060000,47989.3800000,48000.0000000,47526.7100000,47975.7200000,417
20210213,070000,47975.7200000,48000.0000000,47600.0000000,47853.5600000,136
20210213,080000,47853.5600000,47902.0200000,47090.0000000,47090.0000000,208
20210213,090000,47088.9900000,47586.5700000,46707.0000000,47522.7800000,339
20210213,100000,47516.6500000,47653.2900000,47136.7400000,47260.0500000,203
20210213,110000,47260.0600000,47290.6200000,46711.8300000,46740.6800000,320
20210213,120000,46739.7900000,47027.2100000,46327.0000000,46615.6400000,497
20210213,130000,46630.8000000,47225.0000000,46300.0000000,46941.2900000,279
20210213,140000,46941.2800000,47161.5100000,46611.7400000,47022.9600000,186
20210213,150000,47018.4800000,47099.2600000,46731.2300000,47018.1600000,243
20210213,160000,47018.1700000,47373.5800000,46951.2700000,47159.3700000,185
20210213,170000,47139.9000000,47400.0000000,46929.0000000,47180.5000000,200
20210213,180000,47180.4900000,47222.1800000,46800.0000000,46900.2900000,152
20210213,190000,46902.8800000,47069.3500000,46764.3400000,46852.1300000,110
20210213,200000,46852.1300000,47126.9700000,46766.2100000,46932.3100000,82
20210213,210000,46924.7000000,47038.2100000,46735.0000000,47003.6200000,135
20210213,220000,47003.6200000,47425.0000000,46767.9200000,47196.4200000,204
20210213,230000,47196.4200000,47315.0000000,46943.6600000,47134.3200000,123
20210214,000000,47134.3200000,47354.1200000,47090.0000000,47232.4500000,151
20210214,010000,47240.7500000,47739.8600000,47100.1300000,47663.7700000,314
20210214,020000,47663.7600000,47750.0000000,47351.4800000,47542.4100000,210
20210214,030000,47542.4300000,47705.0000000,47376.5700000,47481.1900000,164
20210214,040000,47485.3300000,47595.4800000,47301.0100000,47349.2900000,230
20210214,050000,47349.3000000,47690.0000000,47316.2800000,47607.0500000,196
20210214,060000,47602.6300000,48912.0000000,47543.9400000,48912.0000000,870
20210214,070000,48912.0000000,49344.1400000,48482.2500000,48765.7300000,824
20210214,080000,48765.7400000,49126.7100000,48562.1500000,48785.6400000,192
20210214,090000,48777.5700000,49046.2700000,48387.6000000,48725.9800000,150
20210214,100000,48725.9800000,49194.4000000,48661.0900000,49157.9900000,91
20210214,110000,49158.1800000,49377.5900000,49000.0200000,49058.4600000,136
20210214,120000,49058.4600000,49163.7400000,48807.6800000,49089.6000000,74
20210214,130000,49089.6000000,49700.0000000,49064.6300000,49473.3200000,508
20210214,140000,49473.3200000,49600.0000000,48587.3500000,48804.5400000,356
20210214,150000,48804.5500000,49137.7800000,48529.6800000,48802.6600000,270
20210214,160000,48801.6700000,48999.9800000,48160.0000000,48616.8500000,367
20210214,170000,48616.8400000,49119.2600000,48491.0300000,49075.6900000,169
20210214,180000,49075.6900000,49149.0000000,48656.0000000,48681.9200000,226
20210214,190000,48680.6100000,48872.8500000,48480.0100000,48787.5100000,197
20210214,200000,48787.8000000,48949.0100000,48529.3500000,48750.1800000,130
20210214,210000,48750.1700000,49049.9900000,48650.0000000,48969.3700000,250
20210214,220000,48969.3700000,49093.9600000,48825.6500000,48871.5700000,154
20210214,230000,48868.9700000,49325.3700000,48776.0000000,49095.2600000,207
20210215,000000,49095.2600000,49144.7300000,48591.5400000,48680.6900000,332
20210215,010000,48667.2300000,49093.4400000,48515.0000000,48810.1600000,259
20210215,020000,48810.1600000,48876.5300000,47786.6900000,48098.7600000,720
20210215,030000,48098.4500000,48255.0000000,45768.4600000,46982.6200000,2209
20210215,040000,46989.2300000,47350.0000000,46663.3100000,47172.4400000,685
20210215,050000,47172.4300000,47187.5900000,46350.0000000,46936.4700000,510
20210215,060000,46929.7400000,47046.3200000,46443.1600000,46785.7300000,334
20210215,070000,46777.2400000,47255.9900000,46743.3000000,46935.4600000,242
20210215,080000,46935.4700000,47444.0000000,46900.0100000,47321.6800000,189
20210215,090000,47321.3500000,47790.3300000,47142.6100000,47663.7300000,153
20210215,100000,47663.7200000,47793.5500000,47266.7500000,47553.2100000,150
20210215,110000,47553.2100000,47894.6600000,47359.4200000,47889.6000000,88
20210215,120000,47889.6000000,48030.9400000,47574.3000000,47836.5100000,162
20210215,130000,47836.5100000,48100.0000000,47440.3400000,48000.0000000,263
20210215,140000,47992.6000000,48246.4000000,47857.4300000,48001.3800000,186
20210215,150000,48001.3800000,48179.0000000,47500.0000000,47598.7700000,244
20210215,160000,47593.0400000,48027.5500000,47563.5300000,47993.8900000,257
20210215,170000,47985.0000000,48572.5000000,47985.0000000,48517.4500000,360
20210215,180000,48520.8900000,48800.0000000,48396.6800000,48575.0000000,282
20210215,190000,48575.0000000,48697.5000000,48367.1100000,48386.9300000,168
20210215,200000,48382.6900000,48742.5000000,48370.4900000,48673.9500000,130
20210215,210000,48678.0000000,48798.1100000,48510.1000000,48598.7400000,161
20210215,220000,48598.7300000,48739.9300000,48130.9200000,48179.2400000,190
20210215,230000,48179.2400000,48344.0000000,47650.0000000,48306.0600000,362
20210216,000000,48306.0600000,48430.0000000,47837.5700000,47936.3700000,253
20210216,010000,47935.6600000,47965.0000000,47051.2200000,47684.3600000,610
20210216,020000,47691.1200000,48315.7000000,47638.6300000,48307.2400000,230
20210216,030000,48309.8700000,48664.2500000,48178.0800000,48445.1200000,198
20210216,040000,48445.1300000,49582.8000000,48411.1100000,49566.2500000,1194
20210216,050000,49573.4600000,49900.0000000,49029.5600000,49329.3600000,853
20210216,060000,49329.3600000,49460.9900000,49005.0000000,49163.2700000,266
20210216,070000,49168.5500000,49227.0200000,48565.0000000,49011.1800000,333
20210216,080000,49011.1700000,49268.1700000,48616.2100000,49160.8200000,227
20210216,090000,49161.1800000,49309.2500000,48894.7200000,49285.0400000,102
20210216,100000,49285.0500000,49326.9800000,48906.4400000,49286.5600000,72
20210216,110000,49286.5600000,49341.0000000,48785.5600000,49015.0800000,129
20210216,120000,49015.0800000,49103.7700000,48701.5900000,48906.4000000,86
20210216,130000,48918.1200000,50645.0000000,48400.0000000,49606.7100000,1710
20210216,140000,49623.0600000,49782.2400000,48800.0000000,48953.0300000,472
20210216,150000,48961.0000000,49494.0500000,48700.0000000,49313.5900000,583
20210216,160000,49313.5900000,49600.0000000,48997.0000000,48998.6600000,570
20210216,170000,48998.6700000,49295.0000000,48100.0000000,48174.3700000,847
20210216,180000,48180.0000000,48622.2600000,48146.1100000,48278.0300000,632
20210216,190000,48269.2700000,48748.0100000,47818.7300000,48670.8000000,674
20210216,200000,48670.8000000,48830.7300000,48379.9800000,48585.3200000,223
20210216,210000,48584.7400000,48802.1400000,48245.0000000,48795.0000000,251
20210216,220000,48795.0000000,48839.6000000,48317.3900000,48581.4700000,658
20210216,230000,48581.4800000,49150.0000000,48527.7600000,49118.1900000,360
20210217,000000,49118.6900000,49285.0000000,48926.8500000,49158.7100000,340
20210217,010000,49141.4300000,49549.1600000,49010.0000000,49058.9800000,499
20210217,020000,49058.9900000,49399.8600000,48942.8700000,49288.2500000,115
20210217,030000,49288.3600000,50209.0000000,49275.1200000,49660.0000000,986
20210217,040000,49660.0100000,49725.0000000,49251.0000000,49659.4500000,301
20210217,050000,49669.7300000,49950.0000000,49150.0000000,49391.4500000,209
20210217,060000,49380.1300000,49764.0600000,49276.3300000,49737.0000000,120
20210217,070000,49745.8300000,50706.4600000,49658.6600000,50587.0100000,1580
20210217,080000,50588.0400000,51248.0000000,50280.5200000,51114.6500000,940
20210217,090000,51114.6500000,51288.0000000,50610.0000000,51071.9200000,413
20210217,100000,51071.9200000,51717.8800000,51070.3400000,51484.4000000,402
20210217,110000,51483.9600000,51649.8500000,51070.0000000,51204.2600000,217
20210217,120000,51214.1100000,51700.0000000,51131.1900000,51277.1400000,312
20210217,130000,51270.0000000,51544.4200000,50795.3700000,51043.4400000,557
20210217,140000,51049.5000000,51217.4300000,50500.0000000,51151.2000000,618
20210217,150000,51158.7600000,51250.0000000,50720.8000000,51240.6500000,539
20210217,160000,51240.6600000,51646.4900000,50992.8600000,51172.3400000,666
20210217,170000,51172.3400000,51453.9900000,50782.4200000,51240.4800000,543
20210217,180000,51243.1200000,51448.0000000,51117.2100000,51392.6100000,244
20210217,190000,51390.8700000,51789.9900000,51325.9400000,51448.0800000,431
20210217,200000,51453.2500000,52368.9900000,51402.3000000,52149.9900000,847
20210217,210000,52150.0000000,52584.9500000,51965.1800000,52280.3300000,644
20210217,220000,52280.3200000,52640.3500000,52068.5300000,52400.0000000,454
20210217,230000,52400.0000000,52443.9900000,52001.0000000,52147.9400000,472
20210218,000000,52147.8900000,52410.0000000,51977.1600000,52170.0100000,282
20210218,010000,52170.0100000,52549.9900000,52154.0900000,52322.3200000,236
20210218,020000,52322.3200000,52393.5800000,52091.5100000,52160.3600000,287
20210218,030000,52160.3600000,52388.4700000,51969.2000000,52377.9600000,264
20210218,040000,52378.2100000,52457.0200000,52002.0400000,52050.8600000,227
20210218,050000,52050.8600000,52230.0000000,51731.1300000,52198.3500000,355
20210218,060000,52198.3600000,52337.5700000,52052.1200000,52210.3600000,148
20210218,070000,52210.3500000,52260.0000000,51912.2800000,51954.8700000,92
20210218,080000,51954.8700000,52079.1600000,51312.9100000,51950.3400000,395
20210218,090000,51933.5200000,52161.3300000,51535.0600000,51715.8600000,160
20210218,100000,51709.6100000,51860.5000000,51456.3600000,51771.2900000,202
20210218,110000,51780.9900000,51971.2700000,51514.8700000,51638.5600000,166
